location,date,variant,num_sequences,perc_sequences,num_sequences_total
Nigeria,2021-03-22,B.1.221,,,33
Nigeria,2021-03-22,B.1.1.302,,,33
Nigeria,2021-03-22,B.1.1.277,,,33
Nigeria,2021-03-22,B.1.1.519,,,33
Nigeria,2021-03-22,B.1.367,,,33
Nigeria,2021-03-22,B.1.177,0,0.0,33
Nigeria,2021-03-22,Beta,,,33
Nigeria,2021-03-22,Alpha,4,12.12,33
Nigeria,2021-03-22,Gamma,,,33
Nigeria,2021-03-22,Delta,1,3.03,33
Nigeria,2021-03-22,Kappa,,,33
Nigeria,2021-03-22,Epsilon,,,33
Nigeria,2021-03-22,Eta,17,51.52,33
Nigeria,2021-03-22,Iota,,,33
Nigeria,2021-03-22,Lambda,,,33
Nigeria,2021-03-22,B.1.621,,,33
Nigeria,2021-03-22,S:677P.Pelican,,,33
Nigeria,2021-03-22,S:677H.Robin1,,,33
Nigeria,2021-03-22,others,11,33.33,33
Nigeria,2021-03-22,non_who,11,33.33,33
Nigeria,2021-07-26,B.1.160,0,0.0,68
Nigeria,2021-07-26,B.1.620,,,68
Nigeria,2021-07-26,B.1.258,,,68
Nigeria,2021-07-26,B.1.221,,,68
Nigeria,2021-07-26,B.1.1.302,,,68
Nigeria,2021-07-26,B.1.1.277,,,68
Nigeria,2021-07-26,B.1.1.519,,,68
Nigeria,2021-07-26,B.1.367,,,68
Nigeria,2021-07-26,B.1.177,0,0.0,68
Nigeria,2021-07-26,Beta,,,68
Nigeria,2021-07-26,Alpha,0,0.0,68
Nigeria,2021-07-26,Gamma,,,68
Nigeria,2021-07-26,Delta,67,98.53,68
Nigeria,2021-07-26,Kappa,,,68
Nigeria,2021-07-26,Epsilon,,,68
Nigeria,2021-07-26,Eta,0,0.0,68
Nigeria,2021-07-26,Iota,,,68
Nigeria,2021-07-26,Lambda,,,68
Nigeria,2021-07-26,B.1.621,,,68
Nigeria,2021-07-26,S:677P.Pelican,,,68
Nigeria,2021-07-26,S:677H.Robin1,,,68
Nigeria,2021-07-26,others,1,1.47,68
Nigeria,2021-07-26,non_who,1,1.47,68
North Macedonia,2021-01-25,B.1.160,1,1.47,68
North Macedonia,2021-01-25,B.1.620,,,68
North Macedonia,2021-01-25,B.1.258,13,19.12,68
North Macedonia,2021-01-25,B.1.221,2,2.94,68
North Macedonia,2021-01-25,B.1.1.302,,,68
North Macedonia,2021-01-25,B.1.1.277,,,68
North Macedonia,2021-01-25,B.1.1.519,,,68
North Macedonia,2021-01-25,B.1.367,,,68
North Macedonia,2021-01-25,B.1.177,3,4.41,68
North Macedonia,2021-01-25,Beta,0,0.0,68
North Macedonia,2021-01-25,Alpha,8,11.76,68
North Macedonia,2021-01-25,Gamma,,,68
North Macedonia,2021-01-25,Delta,0,0.0,68
North Macedonia,2021-01-25,Kappa,,,68
North Macedonia,2021-01-25,Epsilon,0,0.0,68
North Macedonia,2021-01-25,Eta,,,68
North Macedonia,2021-01-25,Iota,,,68
North Macedonia,2021-01-25,Lambda,,,68
North Macedonia,2021-01-25,B.1.621,,,68
North Macedonia,2021-01-25,S:677P.Pelican,,,68
North Macedonia,2021-01-25,S:677H.Robin1,,,68
North Macedonia,2021-01-25,others,41,60.3,68
North Macedonia,2021-01-25,non_who,60,88.24,68
North Macedonia,2021-02-08,B.1.160,1,1.64,61
North Macedonia,2021-02-08,B.1.620,,,61
North Macedonia,2021-02-08,B.1.258,14,22.95,61
North Macedonia,2021-02-08,B.1.221,0,0.0,61
North Macedonia,2021-02-08,B.1.1.302,,,61
North Macedonia,2021-02-08,B.1.1.277,,,61
North Macedonia,2021-02-08,B.1.1.519,,,61
North Macedonia,2021-02-08,B.1.367,,,61
North Macedonia,2021-02-08,B.1.177,3,4.92,61
North Macedonia,2021-02-08,Beta,0,0.0,61
North Macedonia,2021-02-08,Alpha,15,24.59,61
North Macedonia,2021-02-08,Gamma,,,61
North Macedonia,2021-02-08,Delta,0,0.0,61
North Macedonia,2021-02-08,Kappa,,,61
North Macedonia,2021-02-08,Epsilon,1,1.64,61
North Macedonia,2021-02-08,Eta,,,61
North Macedonia,2021-02-08,Iota,,,61
North Macedonia,2021-02-08,Lambda,,,61
North Macedonia,2021-02-08,B.1.621,,,61
North Macedonia,2021-02-08,S:677P.Pelican,,,61
North Macedonia,2021-02-08,S:677H.Robin1,,,61
North Macedonia,2021-02-08,others,27,44.26,61
North Macedonia,2021-02-08,non_who,45,73.77,61
North Macedonia,2021-02-22,B.1.160,1,1.72,58
North Macedonia,2021-02-22,B.1.620,,,58
North Macedonia,2021-02-22,B.1.258,12,20.69,58
North Macedonia,2021-02-22,B.1.221,0,0.0,58
North Macedonia,2021-02-22,B.1.1.302,,,58
North Macedonia,2021-02-22,B.1.1.277,,,58
North Macedonia,2021-02-22,B.1.1.519,,,58
North Macedonia,2021-02-22,B.1.367,,,58
North Macedonia,2021-02-22,B.1.177,5,8.62,58
North Macedonia,2021-02-22,Beta,0,0.0,58
North Macedonia,2021-02-22,Alpha,29,50.0,58
North Macedonia,2021-02-22,Gamma,,,58
North Macedonia,2021-02-22,Delta,0,0.0,58
North Macedonia,2021-02-22,Kappa,,,58
North Macedonia,2021-02-22,Epsilon,0,0.0,58
North Macedonia,2021-02-22,Eta,,,58
North Macedonia,2021-02-22,Iota,,,58
North Macedonia,2021-02-22,Lambda,,,58
North Macedonia,2021-02-22,B.1.621,,,58
North Macedonia,2021-02-22,S:677P.Pelican,,,58
North Macedonia,2021-02-22,S:677H.Robin1,,,58
North Macedonia,2021-02-22,others,11,18.97,58
North Macedonia,2021-02-22,non_who,29,50.0,58
North Macedonia,2021-04-05,B.1.160,0,0.0,36
North Macedonia,2021-04-05,B.1.620,,,36
North Macedonia,2021-04-05,B.1.258,0,0.0,36
North Macedonia,2021-04-05,B.1.221,0,0.0,36
North Macedonia,2021-04-05,B.1.1.302,,,36
North Macedonia,2021-04-05,B.1.1.277,,,36
North Macedonia,2021-04-05,B.1.1.519,,,36
North Macedonia,2021-04-05,B.1.367,,,36
North Macedonia,2021-04-05,B.1.177,0,0.0,36
North Macedonia,2021-04-05,Beta,0,0.0,36
North Macedonia,2021-04-05,Alpha,35,97.22,36
North Macedonia,2021-04-05,Gamma,,,36
North Macedonia,2021-04-05,Delta,0,0.0,36
North Macedonia,2021-04-05,Kappa,,,36
North Macedonia,2021-04-05,Epsilon,0,0.0,36
North Macedonia,2021-04-05,Eta,,,36
North Macedonia,2021-04-05,Iota,,,36
North Macedonia,2021-04-05,Lambda,,,36
North Macedonia,2021-04-05,B.1.621,,,36
North Macedonia,2021-04-05,S:677P.Pelican,,,36
North Macedonia,2021-04-05,S:677H.Robin1,,,36
North Macedonia,2021-04-05,others,1,2.78,36
North Macedonia,2021-04-05,non_who,1,2.78,36
North Macedonia,2021-04-19,B.1.160,0,0.0,103
North Macedonia,2021-04-19,B.1.620,,,103
North Macedonia,2021-04-19,B.1.258,0,0.0,103
North Macedonia,2021-04-19,B.1.221,0,0.0,103
North Macedonia,2021-04-19,B.1.1.302,,,103
North Macedonia,2021-04-19,B.1.1.277,,,103
North Macedonia,2021-04-19,B.1.1.519,,,103
North Macedonia,2021-04-19,B.1.367,,,103
North Macedonia,2021-04-19,B.1.177,0,0.0,103
North Macedonia,2021-04-19,Beta,0,0.0,103
North Macedonia,2021-04-19,Alpha,101,98.06,103
North Macedonia,2021-04-19,Gamma,,,103
North Macedonia,2021-04-19,Delta,0,0.0,103
North Macedonia,2021-04-19,Kappa,,,103
North Macedonia,2021-04-19,Epsilon,0,0.0,103
North Macedonia,2021-04-19,Eta,,,103
North Macedonia,2021-04-19,Iota,,,103
North Macedonia,2021-04-19,Lambda,,,103
North Macedonia,2021-04-19,B.1.621,,,103
North Macedonia,2021-04-19,S:677P.Pelican,,,103
North Macedonia,2021-04-19,S:677H.Robin1,,,103
North Macedonia,2021-04-19,others,2,1.94,103
North Macedonia,2021-04-19,non_who,2,1.94,103
North Macedonia,2021-05-17,B.1.160,0,0.0,30
North Macedonia,2021-05-17,B.1.620,,,30
North Macedonia,2021-05-17,B.1.258,0,0.0,30
North Macedonia,2021-05-17,B.1.221,0,0.0,30
North Macedonia,2021-05-17,B.1.1.302,,,30
North Macedonia,2021-05-17,B.1.1.277,,,30
North Macedonia,2021-05-17,B.1.1.519,,,30
North Macedonia,2021-05-17,B.1.367,,,30
North Macedonia,2021-05-17,B.1.177,0,0.0,30
North Macedonia,2021-05-17,Beta,0,0.0,30
North Macedonia,2021-05-17,Alpha,30,100.0,30
North Macedonia,2021-05-17,Gamma,,,30
North Macedonia,2021-05-17,Delta,0,0.0,30
North Macedonia,2021-05-17,Kappa,,,30
North Macedonia,2021-05-17,Epsilon,0,0.0,30
North Macedonia,2021-05-17,Eta,,,30
North Macedonia,2021-05-17,Iota,,,30
North Macedonia,2021-05-17,Lambda,,,30
North Macedonia,2021-05-17,B.1.621,,,30
North Macedonia,2021-05-17,S:677P.Pelican,,,30
North Macedonia,2021-05-17,S:677H.Robin1,,,30
North Macedonia,2021-05-17,others,0,0.0,30
North Macedonia,2021-05-17,non_who,0,0.0,30
Norway,2020-07-06,B.1.160,0,0.0,61
Norway,2020-07-06,B.1.620,0,0.0,61
Norway,2020-07-06,B.1.258,3,4.92,61
Norway,2020-07-06,B.1.221,0,0.0,61
Norway,2020-07-06,B.1.1.302,0,0.0,61
Norway,2020-07-06,B.1.1.277,0,0.0,61
Norway,2020-07-06,B.1.1.519,,,61
Norway,2020-07-06,B.1.367,0,0.0,61
Norway,2020-07-06,B.1.177,0,0.0,61
Norway,2020-07-06,Beta,0,0.0,61
Norway,2020-07-06,Alpha,0,0.0,61
Norway,2020-07-06,Gamma,0,0.0,61
Norway,2020-07-06,Delta,0,0.0,61
Norway,2020-07-06,Kappa,,,61
Norway,2020-07-06,Epsilon,0,0.0,61
Norway,2020-07-06,Eta,0,0.0,61
Norway,2020-07-06,Iota,,,61
Norway,2020-07-06,Lambda,0,0.0,61
Norway,2020-07-06,B.1.621,,,61
Norway,2020-07-06,S:677P.Pelican,,,61
Norway,2020-07-06,S:677H.Robin1,,,61
Norway,2020-07-06,others,58,95.08,61
Norway,2020-07-06,non_who,61,100.0,61
Norway,2020-08-03,B.1.160,0,0.0,76
Norway,2020-08-03,B.1.620,0,0.0,76
Norway,2020-08-03,B.1.258,0,0.0,76
Norway,2020-08-03,B.1.221,0,0.0,76
Norway,2020-08-03,B.1.1.302,2,2.63,76
Norway,2020-08-03,B.1.1.277,0,0.0,76
Norway,2020-08-03,B.1.1.519,,,76
Norway,2020-08-03,B.1.367,0,0.0,76
Norway,2020-08-03,B.1.177,10,13.16,76
Norway,2020-08-03,Beta,0,0.0,76
Norway,2020-08-03,Alpha,0,0.0,76
Norway,2020-08-03,Gamma,0,0.0,76
Norway,2020-08-03,Delta,0,0.0,76
Norway,2020-08-03,Kappa,,,76
Norway,2020-08-03,Epsilon,0,0.0,76
Norway,2020-08-03,Eta,0,0.0,76
Norway,2020-08-03,Iota,,,76
Norway,2020-08-03,Lambda,0,0.0,76
Norway,2020-08-03,B.1.621,,,76
Norway,2020-08-03,S:677P.Pelican,,,76
Norway,2020-08-03,S:677H.Robin1,,,76
Norway,2020-08-03,others,64,84.21,76
Norway,2020-08-03,non_who,76,100.0,76
Norway,2020-08-17,B.1.160,0,0.0,161
Norway,2020-08-17,B.1.620,0,0.0,161
Norway,2020-08-17,B.1.258,0,0.0,161
Norway,2020-08-17,B.1.221,0,0.0,161
Norway,2020-08-17,B.1.1.302,6,3.73,161
Norway,2020-08-17,B.1.1.277,8,4.97,161
Norway,2020-08-17,B.1.1.519,,,161
Norway,2020-08-17,B.1.367,30,18.63,161
Norway,2020-08-17,B.1.177,69,42.86,161
Norway,2020-08-17,Beta,0,0.0,161
Norway,2020-08-17,Alpha,0,0.0,161
Norway,2020-08-17,Gamma,0,0.0,161
Norway,2020-08-17,Delta,0,0.0,161
Norway,2020-08-17,Kappa,,,161
Norway,2020-08-17,Epsilon,0,0.0,161
Norway,2020-08-17,Eta,0,0.0,161
Norway,2020-08-17,Iota,,,161
Norway,2020-08-17,Lambda,0,0.0,161
Norway,2020-08-17,B.1.621,,,161
Norway,2020-08-17,S:677P.Pelican,,,161
Norway,2020-08-17,S:677H.Robin1,,,161
Norway,2020-08-17,others,48,29.81,161
Norway,2020-08-17,non_who,161,100.0,161
Norway,2020-08-31,B.1.160,0,0.0,42
Norway,2020-08-31,B.1.620,0,0.0,42
Norway,2020-08-31,B.1.258,1,2.38,42
Norway,2020-08-31,B.1.221,0,0.0,42
Norway,2020-08-31,B.1.1.302,1,2.38,42
Norway,2020-08-31,B.1.1.277,2,4.76,42
Norway,2020-08-31,B.1.1.519,,,42
Norway,2020-08-31,B.1.367,1,2.38,42
Norway,2020-08-31,B.1.177,3,7.14,42
Norway,2020-08-31,Beta,0,0.0,42
Norway,2020-08-31,Alpha,0,0.0,42
Norway,2020-08-31,Gamma,0,0.0,42
Norway,2020-08-31,Delta,0,0.0,42
Norway,2020-08-31,Kappa,,,42
Norway,2020-08-31,Epsilon,0,0.0,42
Norway,2020-08-31,Eta,0,0.0,42
Norway,2020-08-31,Iota,,,42
Norway,2020-08-31,Lambda,0,0.0,42
Norway,2020-08-31,B.1.621,,,42
Norway,2020-08-31,S:677P.Pelican,,,42
Norway,2020-08-31,S:677H.Robin1,,,42
Norway,2020-08-31,others,34,80.96,42
Norway,2020-08-31,non_who,42,100.0,42
Norway,2020-09-14,B.1.160,0,0.0,104
Norway,2020-09-14,B.1.620,0,0.0,104
Norway,2020-09-14,B.1.258,1,0.96,104
Norway,2020-09-14,B.1.221,0,0.0,104
Norway,2020-09-14,B.1.1.302,5,4.81,104
Norway,2020-09-14,B.1.1.277,4,3.85,104
Norway,2020-09-14,B.1.1.519,,,104
Norway,2020-09-14,B.1.367,14,13.46,104
Norway,2020-09-14,B.1.177,0,0.0,104
Norway,2020-09-14,Beta,0,0.0,104
Norway,2020-09-14,Alpha,0,0.0,104
Norway,2020-09-14,Gamma,0,0.0,104
Norway,2020-09-14,Delta,0,0.0,104
Norway,2020-09-14,Kappa,,,104
Norway,2020-09-14,Epsilon,0,0.0,104
Norway,2020-09-14,Eta,0,0.0,104
Norway,2020-09-14,Iota,,,104
Norway,2020-09-14,Lambda,0,0.0,104
Norway,2020-09-14,B.1.621,,,104
Norway,2020-09-14,S:677P.Pelican,,,104
Norway,2020-09-14,S:677H.Robin1,,,104
Norway,2020-09-14,others,80,76.92,104
Norway,2020-09-14,non_who,104,100.0,104
Norway,2020-09-28,B.1.160,33,29.2,113
Norway,2020-09-28,B.1.620,0,0.0,113
Norway,2020-09-28,B.1.258,2,1.77,113
Norway,2020-09-28,B.1.221,0,0.0,113
Norway,2020-09-28,B.1.1.302,1,0.88,113
Norway,2020-09-28,B.1.1.277,23,20.35,113
Norway,2020-09-28,B.1.1.519,,,113
Norway,2020-09-28,B.1.367,21,18.58,113
Norway,2020-09-28,B.1.177,1,0.88,113
Norway,2020-09-28,Beta,0,0.0,113
Norway,2020-09-28,Alpha,0,0.0,113
Norway,2020-09-28,Gamma,0,0.0,113
Norway,2020-09-28,Delta,0,0.0,113
Norway,2020-09-28,Kappa,,,113
Norway,2020-09-28,Epsilon,0,0.0,113
Norway,2020-09-28,Eta,0,0.0,113
Norway,2020-09-28,Iota,,,113
Norway,2020-09-28,Lambda,0,0.0,113
Norway,2020-09-28,B.1.621,,,113
Norway,2020-09-28,S:677P.Pelican,,,113
Norway,2020-09-28,S:677H.Robin1,,,113
Norway,2020-09-28,others,32,28.34,113
Norway,2020-09-28,non_who,113,100.0,113
Norway,2020-10-12,B.1.160,22,14.29,154
Norway,2020-10-12,B.1.620,0,0.0,154
Norway,2020-10-12,B.1.258,9,5.84,154
Norway,2020-10-12,B.1.221,1,0.65,154
Norway,2020-10-12,B.1.1.302,0,0.0,154
Norway,2020-10-12,B.1.1.277,54,35.06,154
Norway,2020-10-12,B.1.1.519,,,154
Norway,2020-10-12,B.1.367,25,16.23,154
Norway,2020-10-12,B.1.177,9,5.84,154
Norway,2020-10-12,Beta,0,0.0,154
Norway,2020-10-12,Alpha,0,0.0,154
Norway,2020-10-12,Gamma,0,0.0,154
Norway,2020-10-12,Delta,0,0.0,154
Norway,2020-10-12,Kappa,,,154
Norway,2020-10-12,Epsilon,0,0.0,154
Norway,2020-10-12,Eta,0,0.0,154
Norway,2020-10-12,Iota,,,154
Norway,2020-10-12,Lambda,0,0.0,154
Norway,2020-10-12,B.1.621,,,154
Norway,2020-10-12,S:677P.Pelican,,,154
Norway,2020-10-12,S:677H.Robin1,,,154
Norway,2020-10-12,others,34,22.09,154
Norway,2020-10-12,non_who,154,100.0,154
Norway,2020-10-26,B.1.160,13,6.57,198
Norway,2020-10-26,B.1.620,0,0.0,198
Norway,2020-10-26,B.1.258,14,7.07,198
Norway,2020-10-26,B.1.221,19,9.6,198
Norway,2020-10-26,B.1.1.302,12,6.06,198
Norway,2020-10-26,B.1.1.277,52,26.26,198
Norway,2020-10-26,B.1.1.519,,,198
Norway,2020-10-26,B.1.367,9,4.55,198
Norway,2020-10-26,B.1.177,33,16.67,198
Norway,2020-10-26,Beta,0,0.0,198
Norway,2020-10-26,Alpha,0,0.0,198
Norway,2020-10-26,Gamma,0,0.0,198
Norway,2020-10-26,Delta,0,0.0,198
Norway,2020-10-26,Kappa,,,198
Norway,2020-10-26,Epsilon,0,0.0,198
Norway,2020-10-26,Eta,0,0.0,198
Norway,2020-10-26,Iota,,,198
Norway,2020-10-26,Lambda,0,0.0,198
Norway,2020-10-26,B.1.621,,,198
Norway,2020-10-26,S:677P.Pelican,,,198
Norway,2020-10-26,S:677H.Robin1,,,198
Norway,2020-10-26,others,46,23.22,198
Norway,2020-10-26,non_who,198,100.0,198
Norway,2020-11-09,B.1.160,18,6.98,258
Norway,2020-11-09,B.1.620,0,0.0,258
Norway,2020-11-09,B.1.258,36,13.95,258
Norway,2020-11-09,B.1.221,12,4.65,258
Norway,2020-11-09,B.1.1.302,1,0.39,258
Norway,2020-11-09,B.1.1.277,36,13.95,258
Norway,2020-11-09,B.1.1.519,,,258
Norway,2020-11-09,B.1.367,9,3.49,258
Norway,2020-11-09,B.1.177,31,12.02,258
Norway,2020-11-09,Beta,0,0.0,258
Norway,2020-11-09,Alpha,0,0.0,258
Norway,2020-11-09,Gamma,0,0.0,258
Norway,2020-11-09,Delta,0,0.0,258
Norway,2020-11-09,Kappa,,,258
Norway,2020-11-09,Epsilon,0,0.0,258
Norway,2020-11-09,Eta,0,0.0,258
Norway,2020-11-09,Iota,,,258
Norway,2020-11-09,Lambda,0,0.0,258
Norway,2020-11-09,B.1.621,,,258
Norway,2020-11-09,S:677P.Pelican,,,258
Norway,2020-11-09,S:677H.Robin1,,,258
Norway,2020-11-09,others,115,44.57,258
Norway,2020-11-09,non_who,258,100.0,258
Norway,2020-11-23,B.1.160,2,1.29,155
Norway,2020-11-23,B.1.620,0,0.0,155
Norway,2020-11-23,B.1.258,21,13.55,155
Norway,2020-11-23,B.1.221,1,0.65,155
Norway,2020-11-23,B.1.1.302,1,0.65,155
Norway,2020-11-23,B.1.1.277,14,9.03,155
Norway,2020-11-23,B.1.1.519,,,155
Norway,2020-11-23,B.1.367,0,0.0,155
Norway,2020-11-23,B.1.177,33,21.29,155
Norway,2020-11-23,Beta,0,0.0,155
Norway,2020-11-23,Alpha,1,0.65,155
Norway,2020-11-23,Gamma,0,0.0,155
Norway,2020-11-23,Delta,0,0.0,155
Norway,2020-11-23,Kappa,,,155
Norway,2020-11-23,Epsilon,0,0.0,155
Norway,2020-11-23,Eta,0,0.0,155
Norway,2020-11-23,Iota,,,155
Norway,2020-11-23,Lambda,0,0.0,155
Norway,2020-11-23,B.1.621,,,155
Norway,2020-11-23,S:677P.Pelican,,,155
Norway,2020-11-23,S:677H.Robin1,,,155
Norway,2020-11-23,others,82,52.89,155
Norway,2020-11-23,non_who,154,99.35,155
Norway,2020-12-07,B.1.160,3,1.76,170
Norway,2020-12-07,B.1.620,0,0.0,170
Norway,2020-12-07,B.1.258,24,14.12,170
Norway,2020-12-07,B.1.221,2,1.18,170
Norway,2020-12-07,B.1.1.302,0,0.0,170
Norway,2020-12-07,B.1.1.277,2,1.18,170
Norway,2020-12-07,B.1.1.519,,,170
Norway,2020-12-07,B.1.367,0,0.0,170
Norway,2020-12-07,B.1.177,25,14.71,170
Norway,2020-12-07,Beta,0,0.0,170
Norway,2020-12-07,Alpha,0,0.0,170
Norway,2020-12-07,Gamma,0,0.0,170
Norway,2020-12-07,Delta,0,0.0,170
Norway,2020-12-07,Kappa,,,170
Norway,2020-12-07,Epsilon,0,0.0,170
Norway,2020-12-07,Eta,0,0.0,170
Norway,2020-12-07,Iota,,,170
Norway,2020-12-07,Lambda,0,0.0,170
Norway,2020-12-07,B.1.621,,,170
Norway,2020-12-07,S:677P.Pelican,,,170
Norway,2020-12-07,S:677H.Robin1,,,170
Norway,2020-12-07,others,114,67.05,170
Norway,2020-12-07,non_who,170,100.0,170
Norway,2020-12-21,B.1.160,1,0.39,259
Norway,2020-12-21,B.1.620,0,0.0,259
Norway,2020-12-21,B.1.258,9,3.47,259
Norway,2020-12-21,B.1.221,2,0.77,259
Norway,2020-12-21,B.1.1.302,1,0.39,259
Norway,2020-12-21,B.1.1.277,5,1.93,259
Norway,2020-12-21,B.1.1.519,,,259
Norway,2020-12-21,B.1.367,0,0.0,259
Norway,2020-12-21,B.1.177,27,10.42,259
Norway,2020-12-21,Beta,0,0.0,259
Norway,2020-12-21,Alpha,15,5.79,259
Norway,2020-12-21,Gamma,0,0.0,259
Norway,2020-12-21,Delta,0,0.0,259
Norway,2020-12-21,Kappa,,,259
Norway,2020-12-21,Epsilon,1,0.39,259
Norway,2020-12-21,Eta,0,0.0,259
Norway,2020-12-21,Iota,,,259
Norway,2020-12-21,Lambda,0,0.0,259
Norway,2020-12-21,B.1.621,,,259
Norway,2020-12-21,S:677P.Pelican,,,259
Norway,2020-12-21,S:677H.Robin1,,,259
Norway,2020-12-21,others,198,76.45,259
Norway,2020-12-21,non_who,243,93.82,259
Norway,2021-01-04,B.1.160,4,1.63,246
Norway,2021-01-04,B.1.620,0,0.0,246
Norway,2021-01-04,B.1.258,3,1.22,246
Norway,2021-01-04,B.1.221,3,1.22,246
Norway,2021-01-04,B.1.1.302,0,0.0,246
Norway,2021-01-04,B.1.1.277,5,2.03,246
Norway,2021-01-04,B.1.1.519,,,246
Norway,2021-01-04,B.1.367,0,0.0,246
Norway,2021-01-04,B.1.177,49,19.92,246
Norway,2021-01-04,Beta,1,0.41,246
Norway,2021-01-04,Alpha,27,10.98,246
Norway,2021-01-04,Gamma,0,0.0,246
Norway,2021-01-04,Delta,0,0.0,246
Norway,2021-01-04,Kappa,,,246
Norway,2021-01-04,Epsilon,0,0.0,246
Norway,2021-01-04,Eta,0,0.0,246
Norway,2021-01-04,Iota,,,246
Norway,2021-01-04,Lambda,0,0.0,246
Norway,2021-01-04,B.1.621,,,246
Norway,2021-01-04,S:677P.Pelican,,,246
Norway,2021-01-04,S:677H.Robin1,,,246
Norway,2021-01-04,others,154,62.59,246
Norway,2021-01-04,non_who,218,88.61,246
Norway,2021-01-11,B.1.160,8,3.36,238
Norway,2021-01-11,B.1.620,0,0.0,238
Norway,2021-01-11,B.1.258,8,3.36,238
Norway,2021-01-11,B.1.221,9,3.78,238
Norway,2021-01-11,B.1.1.302,0,0.0,238
Norway,2021-01-11,B.1.1.277,2,0.84,238
Norway,2021-01-11,B.1.1.519,,,238
Norway,2021-01-11,B.1.367,0,0.0,238
Norway,2021-01-11,B.1.177,84,35.29,238
Norway,2021-01-11,Beta,1,0.42,238
Norway,2021-01-11,Alpha,28,11.76,238
Norway,2021-01-11,Gamma,0,0.0,238
Norway,2021-01-11,Delta,0,0.0,238
Norway,2021-01-11,Kappa,,,238
Norway,2021-01-11,Epsilon,0,0.0,238
Norway,2021-01-11,Eta,0,0.0,238
Norway,2021-01-11,Iota,,,238
Norway,2021-01-11,Lambda,0,0.0,238
Norway,2021-01-11,B.1.621,,,238
Norway,2021-01-11,S:677P.Pelican,,,238
Norway,2021-01-11,S:677H.Robin1,,,238
Norway,2021-01-11,others,98,41.19,238
Norway,2021-01-11,non_who,209,87.82,238
Norway,2021-01-25,B.1.160,27,4.19,644
Norway,2021-01-25,B.1.620,0,0.0,644
Norway,2021-01-25,B.1.258,68,10.56,644
Norway,2021-01-25,B.1.221,26,4.04,644
Norway,2021-01-25,B.1.1.302,0,0.0,644
Norway,2021-01-25,B.1.1.277,1,0.16,644
Norway,2021-01-25,B.1.1.519,,,644
Norway,2021-01-25,B.1.367,0,0.0,644
Norway,2021-01-25,B.1.177,100,15.53,644
Norway,2021-01-25,Beta,2,0.31,644
Norway,2021-01-25,Alpha,74,11.49,644
Norway,2021-01-25,Gamma,0,0.0,644
Norway,2021-01-25,Delta,0,0.0,644
Norway,2021-01-25,Kappa,,,644
Norway,2021-01-25,Epsilon,0,0.0,644
Norway,2021-01-25,Eta,1,0.16,644
Norway,2021-01-25,Iota,,,644
Norway,2021-01-25,Lambda,0,0.0,644
Norway,2021-01-25,B.1.621,,,644
Norway,2021-01-25,S:677P.Pelican,,,644
Norway,2021-01-25,S:677H.Robin1,,,644
Norway,2021-01-25,others,345,53.56,644
Norway,2021-01-25,non_who,567,88.04,644
Norway,2021-02-08,B.1.160,11,1.19,925
Norway,2021-02-08,B.1.620,0,0.0,925
Norway,2021-02-08,B.1.258,57,6.16,925
Norway,2021-02-08,B.1.221,28,3.03,925
Norway,2021-02-08,B.1.1.302,0,0.0,925
Norway,2021-02-08,B.1.1.277,12,1.3,925
Norway,2021-02-08,B.1.1.519,,,925
Norway,2021-02-08,B.1.367,0,0.0,925
Norway,2021-02-08,B.1.177,102,11.03,925
Norway,2021-02-08,Beta,11,1.19,925
Norway,2021-02-08,Alpha,241,26.05,925
Norway,2021-02-08,Gamma,0,0.0,925
Norway,2021-02-08,Delta,0,0.0,925
Norway,2021-02-08,Kappa,,,925
Norway,2021-02-08,Epsilon,0,0.0,925
Norway,2021-02-08,Eta,12,1.3,925
Norway,2021-02-08,Iota,,,925
Norway,2021-02-08,Lambda,0,0.0,925
Norway,2021-02-08,B.1.621,,,925
Norway,2021-02-08,S:677P.Pelican,,,925
Norway,2021-02-08,S:677H.Robin1,,,925
Norway,2021-02-08,others,451,48.75,925
Norway,2021-02-08,non_who,661,71.46,925
Norway,2021-02-22,B.1.160,5,0.63,788
Norway,2021-02-22,B.1.620,0,0.0,788
Norway,2021-02-22,B.1.258,1,0.13,788
Norway,2021-02-22,B.1.221,19,2.41,788
Norway,2021-02-22,B.1.1.302,0,0.0,788
Norway,2021-02-22,B.1.1.277,6,0.76,788
Norway,2021-02-22,B.1.1.519,,,788
Norway,2021-02-22,B.1.367,0,0.0,788
Norway,2021-02-22,B.1.177,53,6.73,788
Norway,2021-02-22,Beta,52,6.6,788
Norway,2021-02-22,Alpha,397,50.38,788
Norway,2021-02-22,Gamma,0,0.0,788
Norway,2021-02-22,Delta,0,0.0,788
Norway,2021-02-22,Kappa,,,788
Norway,2021-02-22,Epsilon,0,0.0,788
Norway,2021-02-22,Eta,4,0.51,788
Norway,2021-02-22,Iota,,,788
Norway,2021-02-22,Lambda,0,0.0,788
Norway,2021-02-22,B.1.621,,,788
Norway,2021-02-22,S:677P.Pelican,,,788
Norway,2021-02-22,S:677H.Robin1,,,788
Norway,2021-02-22,others,251,31.85,788
Norway,2021-02-22,non_who,335,42.51,788
Norway,2021-03-08,B.1.160,1,0.09,1153
Norway,2021-03-08,B.1.620,0,0.0,1153
Norway,2021-03-08,B.1.258,2,0.17,1153
Norway,2021-03-08,B.1.221,16,1.39,1153
